,prices,names,sku,ids,urls,locs,shops,brands,parent_id
3554,49500000,%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-smeg,ECF02WH,70545,https://zardaan.com/product/%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-smeg/?attribute_pa_color=%25d8%25b3%25d9%2581%25db%258c%25d8%25af,تهران,لوازم خانگی نیکان سنتر,-1,70544
3555,49995000,%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-smeg,ECF02WH,70545,https://zardaan.com/product/%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-smeg/?attribute_pa_color=%25d8%25b3%25d9%2581%25db%258c%25d8%25af,تهران,اسمگ‌ پلاس,-1,70544
3556,50000000,%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-smeg,ECF02WH,70545,https://zardaan.com/product/%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-smeg/?attribute_pa_color=%25d8%25b3%25d9%2581%25db%258c%25d8%25af,تهران,ایوان کلاسیک,-1,70544
3557,50000000,%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-smeg,ECF02WH,70545,https://zardaan.com/product/%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-smeg/?attribute_pa_color=%25d8%25b3%25d9%2581%25db%258c%25d8%25af,تهران,یاس لند هوم,-1,70544
3558,50500000,%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-smeg,ECF02WH,70545,https://zardaan.com/product/%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-smeg/?attribute_pa_color=%25d8%25b3%25d9%2581%25db%258c%25d8%25af,شیراز,منزل نو دات کام,-1,70544
3559,51000000,%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-smeg,ECF02WH,70545,https://zardaan.com/product/%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-smeg/?attribute_pa_color=%25d8%25b3%25d9%2581%25db%258c%25d8%25af,تهران,پدینی شاپ,-1,70544
3560,51000000,%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-smeg,ECF02WH,70545,https://zardaan.com/product/%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-smeg/?attribute_pa_color=%25d8%25b3%25d9%2581%25db%258c%25d8%25af,تهران,یک کلیک,-1,70544
3561,51500000,%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-smeg,ECF02WH,70545,https://zardaan.com/product/%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-smeg/?attribute_pa_color=%25d8%25b3%25d9%2581%25db%258c%25d8%25af,یزد,لوازم خانگی گالری مسعود,-1,70544
3562,52100000,%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-smeg,ECF02WH,70545,https://zardaan.com/product/%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-smeg/?attribute_pa_color=%25d8%25b3%25d9%2581%25db%258c%25d8%25af,تهران,اسمگ‌فارسی,-1,70544
3563,52350000,%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-smeg,ECF02WH,70545,https://zardaan.com/product/%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-smeg/?attribute_pa_color=%25d8%25b3%25d9%2581%25db%258c%25d8%25af,بیرجند,سيب شاپس,-1,70544
3564,52500000,%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-smeg,ECF02WH,70545,https://zardaan.com/product/%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-smeg/?attribute_pa_color=%25d8%25b3%25d9%2581%25db%258c%25d8%25af,قم,آذین‌استور,-1,70544
3565,53000000,%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-smeg,ECF02WH,70545,https://zardaan.com/product/%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-smeg/?attribute_pa_color=%25d8%25b3%25d9%2581%25db%258c%25d8%25af,تهران,زاگرس مال,-1,70544
3566,53100000,%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-smeg,ECF02WH,70545,https://zardaan.com/product/%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-smeg/?attribute_pa_color=%25d8%25b3%25d9%2581%25db%258c%25d8%25af,تهران,لوازم خانگی نوبخت,-1,70544
3567,53890000,%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-smeg,ECF02WH,70545,https://zardaan.com/product/%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-smeg/?attribute_pa_color=%25d8%25b3%25d9%2581%25db%258c%25d8%25af,تهران,آفکادو,-1,70544
3568,54487000,%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-smeg,ECF02WH,70545,https://zardaan.com/product/%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-smeg/?attribute_pa_color=%25d8%25b3%25d9%2581%25db%258c%25d8%25af,تهران,لوازم خانگی بوش,-1,70544
3569,54487000,%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-smeg,ECF02WH,70545,https://zardaan.com/product/%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-smeg/?attribute_pa_color=%25d8%25b3%25d9%2581%25db%258c%25d8%25af,تهران,کالاگردون,-1,70544
3570,55400000,%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-smeg,ECF02WH,70545,https://zardaan.com/product/%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-smeg/?attribute_pa_color=%25d8%25b3%25d9%2581%25db%258c%25d8%25af,کرج,مرکزی جیپلاس,-1,70544
3571,57280000,%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-smeg,ECF02WH,70545,https://zardaan.com/product/%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-smeg/?attribute_pa_color=%25d8%25b3%25d9%2581%25db%258c%25d8%25af,تهران,سیا بازار,-1,70544
3572,62000000,%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-smeg,ECF02WH,70545,https://zardaan.com/product/%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-smeg/?attribute_pa_color=%25d8%25b3%25d9%2581%25db%258c%25d8%25af,تهران,شیک مارکت شوش,-1,70544
3573,98245280,%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-smeg,ECF02WH,70545,https://zardaan.com/product/%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-smeg/?attribute_pa_color=%25d8%25b3%25d9%2581%25db%258c%25d8%25af,اهواز,تابه چی,-1,70544
3574,52100000,%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-smeg,ECF02,70544,https://zardaan.com/product/%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-smeg/,تهران,اسمگ‌فارسی,3880,0
3575,43500000,%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-smeg,ECF02,70544,https://zardaan.com/product/%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-smeg/,تهران,سیروان کالا,3880,0
3576,47000000,%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-smeg,ECF02,70544,https://zardaan.com/product/%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-smeg/,برازجان,سحار,3880,0
3577,49000000,%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-smeg,ECF02,70544,https://zardaan.com/product/%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-smeg/,تهران,مولتی لوکس,3880,0
3578,49500000,%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-smeg,ECF02,70544,https://zardaan.com/product/%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-smeg/,تهران,لوازم خانگی نیکان سنتر,3880,0
3579,49995000,%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-smeg,ECF02,70544,https://zardaan.com/product/%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-smeg/,تهران,اسمگ‌ پلاس,3880,0
3580,50000000,%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-smeg,ECF02,70544,https://zardaan.com/product/%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-smeg/,تهران,ایوان کلاسیک,3880,0
3581,50000000,%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-smeg,ECF02,70544,https://zardaan.com/product/%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-smeg/,تهران,یاس لند هوم,3880,0
3582,50500000,%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-smeg,ECF02,70544,https://zardaan.com/product/%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-smeg/,شیراز,منزل نو دات کام,3880,0
3583,51000000,%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-smeg,ECF02,70544,https://zardaan.com/product/%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-smeg/,تهران,یک کلیک,3880,0
3584,51000000,%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-smeg,ECF02,70544,https://zardaan.com/product/%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-smeg/,تهران,پدینی شاپ,3880,0
3585,51500000,%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-smeg,ECF02,70544,https://zardaan.com/product/%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-smeg/,یزد,لوازم خانگی گالری مسعود,3880,0
3586,52100000,%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-smeg,ECF02,70544,https://zardaan.com/product/%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-smeg/,تهران,اسمگ‌فارسی,3880,0
3587,52350000,%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-smeg,ECF02,70544,https://zardaan.com/product/%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-smeg/,بیرجند,سيب شاپس,3880,0
3588,52500000,%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-smeg,ECF02,70544,https://zardaan.com/product/%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-smeg/,قم,آذین‌استور,3880,0
3589,53000000,%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-smeg,ECF02,70544,https://zardaan.com/product/%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-smeg/,تهران,زاگرس مال,3880,0
3590,53100000,%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-smeg,ECF02,70544,https://zardaan.com/product/%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-smeg/,تهران,لوازم خانگی نوبخت,3880,0
3591,53890000,%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-smeg,ECF02,70544,https://zardaan.com/product/%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-smeg/,تهران,آفکادو,3880,0
3592,54487000,%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-smeg,ECF02,70544,https://zardaan.com/product/%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-smeg/,تهران,لوازم خانگی بوش,3880,0
3593,54487000,%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-smeg,ECF02,70544,https://zardaan.com/product/%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-smeg/,تهران,کالاگردون,3880,0
3594,55400000,%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-smeg,ECF02,70544,https://zardaan.com/product/%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-smeg/,کرج,مرکزی جیپلاس,3880,0
3595,57280000,%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-smeg,ECF02,70544,https://zardaan.com/product/%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-smeg/,تهران,سیا بازار,3880,0
3596,62000000,%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-smeg,ECF02,70544,https://zardaan.com/product/%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-smeg/,تهران,شیک مارکت شوش,3880,0
3597,98245280,%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-smeg,ECF02,70544,https://zardaan.com/product/%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-smeg/,اهواز,تابه چی,3880,0
3598,81000000,%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-smeg-%d9%85%d8%af%d9%84-egf03,EGF03WH,70615,https://zardaan.com/product/%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-%d8%a7%d8%b3%d9%85%da%af-%d9%85%d8%af%d9%84-egf03/?attribute_pa_color=%25d8%25b3%25d9%2581%25db%258c%25d8%25af,اهواز,یورولوکس کالا,-1,70596
3599,85000000,%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-smeg-%d9%85%d8%af%d9%84-egf03,EGF03WH,70615,https://zardaan.com/product/%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-%d8%a7%d8%b3%d9%85%da%af-%d9%85%d8%af%d9%84-egf03/?attribute_pa_color=%25d8%25b3%25d9%2581%25db%258c%25d8%25af,تهران,پدینی شاپ,-1,70596
3600,85000000,%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-smeg-%d9%85%d8%af%d9%84-egf03,EGF03WH,70615,https://zardaan.com/product/%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-%d8%a7%d8%b3%d9%85%da%af-%d9%85%d8%af%d9%84-egf03/?attribute_pa_color=%25d8%25b3%25d9%2581%25db%258c%25d8%25af,بانه,ایران کافی,-1,70596
3601,92000000,%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-smeg-%d9%85%d8%af%d9%84-egf03,EGF03WH,70615,https://zardaan.com/product/%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-%d8%a7%d8%b3%d9%85%da%af-%d9%85%d8%af%d9%84-egf03/?attribute_pa_color=%25d8%25b3%25d9%2581%25db%258c%25d8%25af,تهران,لوازم خانگی نیکان سنتر,-1,70596
3602,92000000,%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-smeg-%d9%85%d8%af%d9%84-egf03,EGF03WH,70615,https://zardaan.com/product/%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-%d8%a7%d8%b3%d9%85%da%af-%d9%85%d8%af%d9%84-egf03/?attribute_pa_color=%25d8%25b3%25d9%2581%25db%258c%25d8%25af,تهران,نیکانتو,-1,70596
3603,97300000,%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-smeg-%d9%85%d8%af%d9%84-egf03,EGF03WH,70615,https://zardaan.com/product/%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-%d8%a7%d8%b3%d9%85%da%af-%d9%85%d8%af%d9%84-egf03/?attribute_pa_color=%25d8%25b3%25d9%2581%25db%258c%25d8%25af,تهران,اسمگ‌فارسی,-1,70596
3604,98000000,%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-smeg-%d9%85%d8%af%d9%84-egf03,EGF03WH,70615,https://zardaan.com/product/%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-%d8%a7%d8%b3%d9%85%da%af-%d9%85%d8%af%d9%84-egf03/?attribute_pa_color=%25d8%25b3%25d9%2581%25db%258c%25d8%25af,یزد,لوازم خانگی گالری مسعود,-1,70596
3605,99800000,%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-smeg-%d9%85%d8%af%d9%84-egf03,EGF03WH,70615,https://zardaan.com/product/%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-%d8%a7%d8%b3%d9%85%da%af-%d9%85%d8%af%d9%84-egf03/?attribute_pa_color=%25d8%25b3%25d9%2581%25db%258c%25d8%25af,تهران,لوازم خانگی نوبخت,-1,70596
3606,107214000,%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-smeg-%d9%85%d8%af%d9%84-egf03,EGF03WH,70615,https://zardaan.com/product/%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-%d8%a7%d8%b3%d9%85%da%af-%d9%85%d8%af%d9%84-egf03/?attribute_pa_color=%25d8%25b3%25d9%2581%25db%258c%25d8%25af,بندرعباس,آرماشاپ,-1,70596
3607,109956000,%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-smeg-%d9%85%d8%af%d9%84-egf03,EGF03WH,70615,https://zardaan.com/product/%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-%d8%a7%d8%b3%d9%85%da%af-%d9%85%d8%af%d9%84-egf03/?attribute_pa_color=%25d8%25b3%25d9%2581%25db%258c%25d8%25af,تهران,لوازم خانگی بوش,-1,70596
3608,112439000,%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-smeg-%d9%85%d8%af%d9%84-egf03,EGF03WH,70615,https://zardaan.com/product/%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-%d8%a7%d8%b3%d9%85%da%af-%d9%85%d8%af%d9%84-egf03/?attribute_pa_color=%25d8%25b3%25d9%2581%25db%258c%25d8%25af,تهران,کالاگردون,-1,70596
3609,81000000,%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-smeg-%d9%85%d8%af%d9%84-egf03-2,EGF03RD,70616,https://zardaan.com/product/%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-%d8%a7%d8%b3%d9%85%da%af-%d9%85%d8%af%d9%84-egf03/?attribute_pa_color=%25d9%2582%25d8%25b1%25d9%2585%25d8%25b2,اهواز,یورولوکس کالا,-1,70596
3610,85000000,%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-smeg-%d9%85%d8%af%d9%84-egf03-2,EGF03RD,70616,https://zardaan.com/product/%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-%d8%a7%d8%b3%d9%85%da%af-%d9%85%d8%af%d9%84-egf03/?attribute_pa_color=%25d9%2582%25d8%25b1%25d9%2585%25d8%25b2,بانه,ایران کافی,-1,70596
3611,85000000,%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-smeg-%d9%85%d8%af%d9%84-egf03-2,EGF03RD,70616,https://zardaan.com/product/%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-%d8%a7%d8%b3%d9%85%da%af-%d9%85%d8%af%d9%84-egf03/?attribute_pa_color=%25d9%2582%25d8%25b1%25d9%2585%25d8%25b2,تهران,پدینی شاپ,-1,70596
3612,92000000,%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-smeg-%d9%85%d8%af%d9%84-egf03-2,EGF03RD,70616,https://zardaan.com/product/%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-%d8%a7%d8%b3%d9%85%da%af-%d9%85%d8%af%d9%84-egf03/?attribute_pa_color=%25d9%2582%25d8%25b1%25d9%2585%25d8%25b2,تهران,لوازم خانگی نیکان سنتر,-1,70596
3613,92000000,%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-smeg-%d9%85%d8%af%d9%84-egf03-2,EGF03RD,70616,https://zardaan.com/product/%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-%d8%a7%d8%b3%d9%85%da%af-%d9%85%d8%af%d9%84-egf03/?attribute_pa_color=%25d9%2582%25d8%25b1%25d9%2585%25d8%25b2,تهران,نیکانتو,-1,70596
3614,97300000,%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-smeg-%d9%85%d8%af%d9%84-egf03-2,EGF03RD,70616,https://zardaan.com/product/%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-%d8%a7%d8%b3%d9%85%da%af-%d9%85%d8%af%d9%84-egf03/?attribute_pa_color=%25d9%2582%25d8%25b1%25d9%2585%25d8%25b2,تهران,اسمگ‌فارسی,-1,70596
3615,98000000,%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-smeg-%d9%85%d8%af%d9%84-egf03-2,EGF03RD,70616,https://zardaan.com/product/%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-%d8%a7%d8%b3%d9%85%da%af-%d9%85%d8%af%d9%84-egf03/?attribute_pa_color=%25d9%2582%25d8%25b1%25d9%2585%25d8%25b2,یزد,لوازم خانگی گالری مسعود,-1,70596
3616,99800000,%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-smeg-%d9%85%d8%af%d9%84-egf03-2,EGF03RD,70616,https://zardaan.com/product/%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-%d8%a7%d8%b3%d9%85%da%af-%d9%85%d8%af%d9%84-egf03/?attribute_pa_color=%25d9%2582%25d8%25b1%25d9%2585%25d8%25b2,تهران,لوازم خانگی نوبخت,-1,70596
3617,107214000,%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-smeg-%d9%85%d8%af%d9%84-egf03-2,EGF03RD,70616,https://zardaan.com/product/%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-%d8%a7%d8%b3%d9%85%da%af-%d9%85%d8%af%d9%84-egf03/?attribute_pa_color=%25d9%2582%25d8%25b1%25d9%2585%25d8%25b2,بندرعباس,آرماشاپ,-1,70596
3618,109956000,%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-smeg-%d9%85%d8%af%d9%84-egf03-2,EGF03RD,70616,https://zardaan.com/product/%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-%d8%a7%d8%b3%d9%85%da%af-%d9%85%d8%af%d9%84-egf03/?attribute_pa_color=%25d9%2582%25d8%25b1%25d9%2585%25d8%25b2,تهران,لوازم خانگی بوش,-1,70596
3619,112439000,%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-smeg-%d9%85%d8%af%d9%84-egf03-2,EGF03RD,70616,https://zardaan.com/product/%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-%d8%a7%d8%b3%d9%85%da%af-%d9%85%d8%af%d9%84-egf03/?attribute_pa_color=%25d9%2582%25d8%25b1%25d9%2585%25d8%25b2,تهران,کالاگردون,-1,70596
3620,81000000,%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-smeg-%d9%85%d8%af%d9%84-egf03-3,EGF03CRUK,70617,https://zardaan.com/product/%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88%d8%b3%d8%a7%d8%b2-%d8%a7%d8%b3%d9%85%da%af-%d9%85%d8%af%d9%84-egf03/?attribute_pa_color=%25da%25a9%25d8%25b1%25d9%2585,اهواز,یورولوکس کالا,-1,70596
